"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324,273,NA,NA,NA,NA,NA,NA,1669,NA,NA,NA,NA,NA,NA,211,130,NA,NA,NA,NA,NA,550,NA,NA,NA,1849,476,107,NA,NA,547,NA,NA,NA,NA,NA,NA,288,NA,NA,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8165,NA,NA,NA,NA,18100,NA,NA,NA,3358,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,1537,NA,2933,2494,NA,NA,NA,957,340,10744,NA,7551,NA,NA,NA,NA,NA,1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2841,NA,NA,634,NA,NA,NA,158,NA,NA,NA,257,NA,NA,NA,788,2352,272,267,NA,NA,461,12251,NA,NA,NA,NA,NA,NA,32246,NA,NA,NA,24951,6588,NA,NA,NA,NA,NA,NA,1242,552,NA,NA,NA,NA,NA,1869,NA,NA,NA,2673,NA,NA,20060,NA,NA,NA,NA,22260,NA,NA,NA,173278,NA,NA,NA,NA
"Sierra Leone",NA,NA,NA,NA,NA,NA,NA,377,NA,NA,NA,525,1370,NA,NA,NA,NA,NA,NA,9259,NA,NA,NA,NA,NA,NA,1027,369,NA,NA,NA,NA,NA,612,NA,NA,NA,NA,4915,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,NA,NA,NA,NA,5987,NA,NA,NA,7631,NA,NA,1372,NA,NA,NA,NA,NA,NA,NA,NA,892,NA,4416,629,NA,1999,NA,1814,210,7404,NA,5148,NA,NA,NA,NA,NA,1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,268,NA,632,NA,NA,NA,NA,10314,NA,NA,NA,NA,NA,5679,387,NA,188,NA,1863,NA,NA,NA,105,NA,328,180,NA,NA,642,2865,NA,NA,720,NA,NA,NA,454,402,962,NA,3187,2060,NA,NA,NA,NA,NA,NA,2051,1757,NA,NA,NA,NA,NA,2669,NA,NA,NA,439,NA,NA,38040,NA,188,NA,NA,19164,NA,NA,NA,136325,NA,NA,NA,NA
"Singapore",618,NA,NA,NA,30136,6905,NA,49868,NA,206544,NA,1608954,206568,32308,28346,142073,43115,NA,3722,616583,348,167,14268,9903,111,NA,282254,6734,NA,182,NA,50639,3098,457251,NA,NA,NA,154035,4158055,3204298,3754,NA,7745,5979,9890,4766,4520,2933,47536,52817,25690,1530,214566,489,1362,NA,931,NA,92259,202,NA,16983,1906,NA,NA,189,2274,284301,189582,49060,1202,NA,2544971,13823,NA,2132,3547750,5995,NA,27427,NA,NA,8749,109,1250,296,NA,2410,77372,661,774611,4424391,NA,621824,256466,262466,219632,1467787,491,20264881,4514,5786,9700,3331,3458,3690406,880899,215,NA,3091,23078,789,84207,3549,9072,14263,1088,16621704,NA,195561,296,14286,262267,615,23430,10952,134426,1557,28094,985824,NA,4344,186874,NA,NA,24393,191949,NA,211732,7130,63694,111904,22904,1580,8182,1499302,57507,35581,441391,NA,51177,158096,1215,369,3913060,NA,9961,NA,NA,3726,3111,139,207787,399311,43858,NA,6690,NA,2592,NA,571003,1303292,5952,4398944,NA,11283,NA,4944999,244,2977,838,180448,328,802,2779302,64315,1260067,6768,6890,17263079,393,47322,454322,110356481,111476,13628,41253,10126
"Slovakia",102,NA,NA,411,NA,NA,77985,5114,NA,NA,NA,10026,474664,586,NA,NA,333,168,22321,138217,499,NA,2343,313,738,NA,16505,7868,NA,154,NA,192,312,23077,NA,110,NA,1215,92739,17428,248,NA,9345,108,6967,10846,18191,469,2649,2292270,NA,106,49922,NA,498,NA,7935,NA,1170,1059,NA,1174,515,NA,NA,NA,NA,74240,NA,NA,NA,NA,316052,NA,NA,NA,2034403,2032,300,14039,NA,NA,1669,180,NA,475,NA,5138,209770,255,17938,17660,NA,2087,NA,23843,12850,585972,260,147968,613,11943,289,NA,340,51857,NA,797,NA,276,3029,NA,NA,174,2091,498,488,27244,NA,1056,NA,NA,5773,2405,4008,1288,116,NA,147,171983,NA,NA,1219,248,264,830,14390,NA,NA,NA,2526,3247,423,201,7588,4992,263786,7014,279,1642,11937,1579082,230,1674,477,130,438,NA,14153,NA,55454,283,19233,110468,736,NA,176,NA,197,190,80808,133477,272,67723,3772,228,1175,12955,NA,NA,995,21144,1601,402,191785,178398,1062,627,NA,247400,11437,352,5586,9822924,NA,7240,NA,435
"Slovenia",394,NA,NA,1761,59794,1390,18455,13603,NA,145,NA,13939,746052,309,136,861,1240,NA,2989,124808,120,352,NA,2867,24433,NA,41351,27839,501,393,NA,NA,800,41830,NA,367,434,2751,68267,12243,222,NA,4460,1144,767,658,536487,1880,2350,223605,110380,789,36696,NA,184,NA,9639,NA,8355,NA,385,695,379,NA,NA,229,NA,37547,NA,NA,NA,NA,847757,101,656,227,1885384,602,129,11618,NA,NA,324,3155,978,233,NA,499,228311,400,13032,23025,NA,12916,593,23932,27894,1435732,NA,145813,1115,1475,499,NA,1304,69817,738,NA,NA,NA,2454,NA,470,10322,560,198,664,16093,326,4770,NA,247,3137,NA,1027,NA,506,198,NA,173531,NA,101,1067,200,383,294,28057,NA,144,NA,2374,1547,142,187,2117,1464,54463,8932,NA,332,28303,203588,226,NA,1186,130,NA,137,8321,87180,NA,644,5424,169234,1939,NA,943,NA,277,NA,108893,157913,5347,42228,3107,617,59969,12435,133,NA,2726,33010,765,1162,190120,8127,642,775,NA,253339,6061,381,2157,8518340,NA,76205,233,1808
"Somalia",NA,NA,NA,NA,NA,NA,NA,465,NA,NA,NA,762,915,NA,NA,NA,NA,NA,NA,3062,NA,NA,NA,NA,NA,NA,17278,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,930,NA,NA,NA,3226,NA,NA,NA,NA,NA,NA,354,NA,NA,1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,NA,NA,NA,NA,4914,NA,NA,NA,1618,NA,NA,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12146,2857,NA,265,NA,2198,NA,11378,NA,1130,NA,NA,NA,NA,NA,2803,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,NA,NA,NA,NA,3741,NA,NA,NA,NA,NA,NA,2052,NA,NA,143,NA,NA,NA,241,NA,6016,NA,3070,NA,NA,NA,NA,NA,229,NA,528,NA,NA,236,NA,NA,3847,NA,NA,NA,5886,NA,NA,NA,766,470,NA,NA,NA,NA,NA,NA,992,360,NA,NA,NA,NA,NA,8894,NA,NA,NA,840,NA,NA,5532,NA,1571,NA,NA,11686,NA,NA,NA,98078,NA,NA,NA,NA
"South Africa",342,NA,NA,117,6558,23454,NA,195204,NA,81727,NA,459847,163119,215,945,3683,5509,545,386,485569,136,2715,1140,207,350,NA,229874,3051,1218,456,NA,NA,3233,231931,NA,361,3652,52078,563772,347405,1819,NA,2600,925,2364,21618,700,1416,1464,20434,15590,49569,92273,NA,245,NA,2161,NA,77661,214,NA,911,553,NA,NA,181,403,180816,NA,NA,155,NA,919024,3332,861,314,3603850,3160,875,8988,149,469,1362,192,223,331,NA,1218,19923,4222,186982,115723,NA,710358,20782,215964,166360,907518,8290,2189462,1348,1800,11532,359,1508,407219,128636,263,NA,120,10873,179,3458,2728,17360,2080,57722,235915,3535,2049,278,4078,28930,NA,2098,28870,199,NA,38720,590765,NA,2718,35479,826,798,88659,22340,NA,89634,150,30390,4745,218,3246,16199,30084,13363,52234,38206,NA,4938,38912,1216,NA,685601,399,1175,416,266705,6495,2764,NA,199,228801,11120,165,2784,NA,653,3454,293797,566042,445,692628,NA,3804,NA,191642,14115,1935,3562,48939,346,812,2495482,6262,272734,6367,416,3047712,NA,962,10135,23468578,54009,1940,28654,224466
"Spain",411,NA,NA,784,1297523,104144,NA,803098,1151,851,NA,302115,1159221,4742,41794,5526,60804,281,14296,3962493,15987,8153,21009,8091,1356,NA,1097330,94219,4380,2939,NA,6235,293345,519633,NA,13608,4204,382118,2490444,229094,18828,NA,192783,50452,69737,176571,16358,104593,11923,255643,137440,13530,904247,439,25208,NA,154605,NA,224264,7924,134207,29469,3976,NA,NA,36146,723,934086,745067,147005,879,5552,20029920,54843,2874,2414,17764572,42202,4797,270399,992,910,14713,86859,12738,2594,1033,47507,297932,72875,478078,804240,NA,668633,692944,1317571,331862,10885028,48142,3941774,8454,20255,24438,3015,17417,1071333,17994,333,NA,3048,10525,6425,36327,1155594,55984,16470,10955,413167,5223,12664,56714,32974,1122026,223,607512,44378,4493,2063,28760,4532924,NA,28794,79833,14578,452,1384584,626153,NA,8788,NA,150826,57690,2447,37421,132315,107479,295868,3217990,22444,6265,103342,1282784,1787,NA,1146986,32132,1316,19127,334606,73089,55860,380,653067,NA,26715,103,20739,2175,4196,10447,1698052,1596826,207580,880158,6223,9152,11193,583844,8039,55660,230420,495283,7422,60909,8872184,120330,109364,58594,235,7413176,23316,218695,120977,115764741,5908,26325,3312,43586
"Sri Lanka",NA,NA,NA,NA,4582,NA,NA,11672,NA,NA,NA,78302,6503,NA,NA,NA,NA,NA,NA,123799,NA,NA,NA,NA,NA,NA,32313,2880,NA,NA,NA,NA,NA,22448,NA,NA,NA,13552,206844,89811,NA,NA,8909,NA,NA,NA,NA,NA,NA,4889,NA,NA,15547,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8658,NA,NA,NA,NA,163809,NA,NA,NA,149916,NA,NA,1786,NA,NA,NA,NA,NA,NA,NA,NA,1613,NA,369263,110592,NA,4234,NA,8348,25510,55825,NA,412179,NA,639,NA,NA,NA,318140,7598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153507,NA,NA,NA,NA,8482,NA,600,NA,NA,NA,NA,38067,NA,NA,50839,NA,NA,NA,4537,NA,2312,NA,77411,NA,NA,NA,1090,6182,2511,1146,10247,NA,11124,11576,NA,NA,13355,NA,NA,NA,374162,1328,645,NA,40252,5580,NA,NA,NA,NA,NA,NA,30611,28320,NA,NA,NA,NA,NA,128785,NA,NA,1546,14748,NA,NA,195431,NA,3609,NA,NA,176962,NA,136,NA,3561361,NA,NA,NA,NA
"St.Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,314,NA,NA,NA,579,NA,4852,NA,1438,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,609,NA,NA,NA,NA,NA,NA,242,NA,NA,NA,NA,NA,NA,NA,1609,1523,NA,NA,NA,NA,NA,NA,272,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8127,NA,NA,NA,NA,3824,NA,NA,NA,19551,NA,NA,NA,NA
"St.Kt-Nev-An",NA,NA,NA,NA,1388,NA,NA,3071,NA,NA,NA,4306,3120,NA,NA,NA,NA,NA,NA,4732,NA,NA,NA,NA,NA,NA,21614,614,NA,NA,NA,NA,NA,25190,NA,NA,NA,2084,34939,852,NA,NA,3695,NA,NA,NA,NA,NA,NA,2239,NA,NA,10182,NA,792,NA,2686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4986,NA,NA,NA,NA,51340,NA,NA,NA,104915,NA,NA,11370,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,1590,4340,NA,NA,NA,3181,558,67473,NA,56732,NA,294482,NA,NA,NA,23865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490,NA,NA,NA,NA,16231,NA,NA,NA,NA,NA,NA,38803,NA,NA,2024,NA,NA,NA,19712,NA,NA,NA,210,NA,NA,NA,425,355,9465,3865,NA,NA,4069,1518472,NA,NA,3372,NA,NA,NA,29900,NA,632,NA,6440,24405,NA,NA,NA,NA,NA,NA,2931,7515,NA,NA,NA,NA,NA,7308,NA,NA,168,3488,NA,NA,118887,NA,NA,NA,NA,377890,NA,96143,NA,2078138,NA,NA,NA,NA
"St.Pierre Mq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16588,NA,NA,NA,484,NA,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2918,NA,1762,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,140,NA,NA,NA,NA,NA,NA,110,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,NA,NA,NA,NA,1214,NA,NA,NA,42792,NA,NA,NA,NA
"Sudan",NA,NA,NA,NA,4226,NA,NA,4171,NA,NA,NA,3957,3994,NA,NA,NA,NA,NA,NA,24233,NA,NA,NA,NA,NA,NA,1327,5285,NA,NA,NA,NA,NA,11569,NA,NA,NA,261,106115,550,NA,NA,234,NA,NA,NA,NA,NA,NA,2696,NA,NA,9130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,NA,NA,NA,NA,74644,NA,NA,NA,67632,NA,NA,5083,NA,NA,NA,NA,NA,NA,NA,NA,1050,NA,28942,14373,NA,6156,NA,6188,NA,47978,NA,36481,NA,740,NA,NA,NA,28389,811,NA,NA,NA,NA,NA,NA,76704,NA,NA,NA,22098,NA,NA,NA,NA,1252,NA,456,NA,NA,NA,NA,34924,NA,NA,912,NA,NA,109,858,NA,2747,NA,3196,NA,NA,NA,770,NA,4551,374,8074,NA,10491,3575,NA,NA,13436,NA,NA,NA,14357,726,405,NA,8444,7350,NA,NA,NA,NA,NA,NA,9638,13928,NA,NA,NA,NA,NA,10579,NA,NA,2188,20584,NA,NA,84591,NA,450,NA,NA,42278,NA,NA,NA,798647,NA,NA,NA,NA
"Suriname",NA,NA,NA,NA,17882,NA,NA,562,NA,NA,NA,727,208,NA,NA,NA,NA,NA,NA,7057,NA,NA,NA,NA,NA,NA,9299,423,NA,NA,NA,NA,NA,2857,NA,NA,NA,268,3165,340,NA,NA,2349,NA,NA,NA,NA,NA,NA,500,NA,NA,489,NA,636,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083,NA,NA,NA,NA,3939,NA,NA,NA,5779,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,593,1514,NA,NA,NA,156,130,4797,NA,17910,NA,NA,NA,NA,NA,2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378,NA,NA,NA,NA,1478,NA,NA,NA,NA,NA,NA,65354,NA,NA,382,NA,NA,NA,840,NA,NA,NA,249,NA,NA,NA,111,147,520,328,NA,NA,383,768,NA,NA,NA,NA,NA,NA,545,NA,188,NA,589,4392,NA,NA,NA,NA,NA,NA,466,905,NA,NA,NA,NA,NA,1292,NA,NA,NA,707,NA,NA,11629,NA,NA,NA,NA,149934,NA,28662,NA,317423,NA,NA,NA,NA
"Sweden",580,NA,NA,1338,29587,NA,NA,35774,3179,1052,NA,134133,724160,NA,28296,5118,34324,330,4281,2126738,213,1330,13650,645,2065,NA,226899,16432,638,1210,NA,3648,2163,269384,NA,NA,366,94248,692556,708055,7069,NA,79358,636,36582,1834,49181,3262,5655,227195,131664,584,4316796,333,4233,NA,6214,NA,89464,997,NA,330507,1408,NA,NA,NA,1243,3436220,567375,139270,NA,NA,3340941,182,NA,200,10946010,1882,482,116024,5830,1974,20087,452,236,641,337,7601,166134,21822,166295,84659,NA,247992,126,720530,98095,2077164,23732,2004995,299,3228,24552,925,919,336796,2330,295,NA,462,273929,1714,NA,17969,95299,6169,1903,167897,338,3824,840,4182,31044,100,27767,858,2116,879,4276,3843640,NA,5661,31416,1437,120,66331,4362615,NA,842,NA,67214,56748,2771,236,8797,38127,578577,500613,734,243,47982,459272,961,NA,173263,312,405,378,150862,46898,59640,416,38818,848787,22323,NA,1658,NA,3222,1255,NA,1057971,1785,521269,128,1663,3969,188513,572,1859,10377,138867,2222,866,5745343,4369,9250,9641,292,4104163,246,112524,33697,58077409,3158,12958,709,10249
"Switz.Liecht",1721,NA,NA,681,100035,14137,NA,73356,815,1839,NA,100453,2898600,359,41684,31132,15885,521,6735,2568895,824,1276,160804,691,1399,NA,260622,14327,534,2480,NA,1161,3780,304976,NA,540,262,40867,936624,511939,7824,NA,57672,690,40024,15757,24735,11721,5756,226670,120182,2327,745026,280,4394,NA,16546,NA,8368,2403,172,10102,2408,NA,NA,NA,288,508181,540836,121650,334,480,8189183,329,1624,536,23421428,21307,19761,86714,NA,144,16172,445,249,116,1470,14090,211630,45729,271237,97082,NA,60846,4670,987784,252294,7315498,3969,2389171,977,4799,14120,180,660,338268,3809,2991,NA,1559,2379,99958,8586,262431,4812,2331,7565,114434,1023,3718,721,17205,66960,545,34947,1185,1781,12306,860,3569392,NA,1576,51018,7381,224,188582,216110,NA,1368,326,31826,74851,426,3095,11909,45557,123501,336587,11260,1107,29688,738180,415,NA,218638,2373,NA,520,208091,105852,64583,959,271758,1136659,23818,377,21909,655,602,357,1180322,NA,690,483582,840,2313,4923,367047,5286,599,12099,198308,1170,6579,4517645,12585,20166,12690,813,5251588,5206,6381,36846,73747900,509,12156,3682,21407
"Syria",NA,NA,NA,NA,663,NA,NA,50720,NA,NA,NA,1604,33712,NA,NA,NA,NA,NA,NA,124824,NA,NA,NA,NA,NA,NA,50038,30679,NA,NA,NA,NA,NA,11359,NA,NA,NA,3245,137858,1206,NA,NA,2744,NA,NA,NA,NA,NA,NA,41705,NA,NA,14804,NA,127,NA,3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18572,NA,NA,NA,NA,262663,NA,NA,NA,355321,NA,NA,37443,NA,NA,NA,NA,NA,NA,NA,NA,21943,NA,36341,33714,NA,25125,NA,6109,NA,384756,NA,228352,NA,4407,NA,NA,NA,194667,12839,NA,NA,NA,NA,NA,NA,14326,NA,NA,NA,35857,NA,NA,NA,NA,6791,NA,8554,NA,NA,NA,NA,87210,NA,NA,3801,NA,NA,233,2947,NA,5497,NA,4746,NA,NA,NA,882,708,13169,2901,2759,NA,105921,99055,NA,NA,52643,NA,NA,NA,17744,11413,6223,NA,2526,69101,NA,NA,NA,NA,NA,NA,38707,32968,NA,NA,NA,NA,NA,41619,NA,NA,11452,250310,NA,NA,111808,NA,485,NA,NA,184590,NA,431,NA,3201493,NA,NA,NA,NA
"Taiwan",8,NA,NA,237,7222,158435,NA,143099,37,52477,NA,2644218,221111,706,850,97846,14202,272,14415,624875,381,6383,NA,195,273,NA,645694,16588,14289,115,NA,7807,78502,1268343,NA,6506,4164,703313,2926885,1876769,29276,NA,14000,2762,12413,44970,1442,1446,1248,58860,NA,334005,174969,23,654,NA,34142,NA,44947,400,718,1473,458,NA,NA,NA,7188,231987,164039,9064,98,30,2495783,21057,295,516,4807275,4838,NA,22627,1774,NA,2869,1832,317,446,52,574,59804,12164,410660,2004013,NA,466803,143932,125412,178846,1349778,209,27651075,20648,8499,1707,1470,4603,4512645,411327,85,NA,7846,6379,666,70,1872,3785,1182,4794,3111250,16909,26999,36,1365,270145,NA,16155,802,29329,1089,NA,1365553,NA,25141,361212,1708,804,153469,228978,NA,282720,1838,182497,2799,12250,21642,125449,1187099,174552,28308,86493,9434,33564,1064583,4,31,1681612,7501,232,1438,2790554,34058,13359,19,966294,295270,10922,NA,5093,NA,14058,45,671078,1120362,8724,216,993,15634,364,1573896,27244,2453,1265,136442,1740,1855,1596523,194519,421236,9662,395,19358650,30900,25055,275411,97284093,38638,3994,54338,12775
"Tajikistan",NA,NA,NA,NA,2538,NA,NA,NA,NA,NA,NA,803,1116,NA,NA,NA,NA,NA,NA,2409,NA,NA,NA,NA,NA,NA,NA,11398,NA,NA,NA,NA,NA,116,NA,NA,NA,141,6379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353,NA,NA,1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,NA,NA,NA,NA,4180,NA,NA,NA,13048,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,2950,NA,1256,NA,NA,24279,NA,848,425,5039,NA,1503,NA,41949,NA,NA,NA,4130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3164,NA,NA,NA,NA,NA,NA,497,NA,232,NA,3574,NA,NA,NA,NA,NA,4870,196,NA,NA,108,77742,NA,NA,NA,NA,NA,NA,271,744,503,NA,780,479,NA,NA,NA,NA,NA,NA,900,863,NA,NA,NA,NA,NA,NA,NA,NA,NA,5356,NA,NA,6668,NA,NA,NA,NA,13878,NA,NA,NA,169191,NA,NA,NA,NA
"Tanzania",NA,NA,NA,NA,13039,9137,NA,5546,NA,NA,NA,8202,2693,NA,NA,NA,NA,NA,NA,29063,NA,NA,NA,NA,NA,NA,5471,654,NA,NA,NA,NA,NA,11559,NA,NA,NA,1247,64571,2403,NA,NA,3450,NA,NA,NA,NA,NA,NA,1682,NA,NA,11472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8219,NA,NA,NA,NA,19084,NA,NA,NA,54823,NA,NA,2582,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,64967,16258,NA,696,NA,4530,1606,50574,NA,88636,NA,160,NA,NA,NA,14689,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14376,NA,NA,NA,NA,6350,NA,856,NA,NA,NA,NA,38088,NA,NA,693,NA,NA,NA,9674,NA,52484,NA,17665,NA,NA,NA,1786,679,1265,2177,10366,NA,1879,3460,NA,NA,1744,NA,NA,NA,24437,367,888,NA,103823,5814,NA,NA,NA,NA,NA,NA,19379,4872,NA,NA,NA,NA,NA,32476,NA,NA,219,2284,NA,NA,111463,NA,816,NA,NA,47096,NA,NA,NA,949042,NA,NA,NA,NA
"TFYR Macedna",NA,NA,NA,NA,NA,NA,NA,5257,NA,NA,NA,1275,53306,NA,NA,NA,NA,NA,NA,17992,NA,NA,NA,NA,NA,NA,536,95694,NA,NA,NA,NA,NA,1111,NA,NA,NA,NA,1567,142,NA,NA,1601,NA,NA,NA,NA,NA,NA,16788,NA,NA,10487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3810,NA,NA,NA,NA,49339,NA,NA,NA,264255,NA,NA,227058,NA,NA,NA,NA,NA,NA,NA,NA,23392,NA,934,203,NA,584,NA,4366,2225,212479,NA,5069,NA,NA,NA,NA,NA,10034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48007,NA,NA,140,NA,NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,426,14588,276,NA,NA,10312,22475,NA,NA,NA,NA,NA,NA,105,6972,169957,NA,210,7298,NA,NA,NA,NA,NA,NA,21603,53034,NA,NA,NA,NA,NA,NA,NA,NA,NA,67848,NA,NA,31289,NA,NA,NA,NA,21074,NA,NA,NA,1419677,NA,NA,NA,NA
