"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"Eur. EFTA NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eur.Other NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19170,NA,14414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6909,NA,NA,NA,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45471,NA,NA,NA,NA
"Falkland Is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,NA,NA,NA,1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,NA,NA,NA,NA,NA,4816,NA,1458,NA,NA,NA,NA,NA,1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,NA,NA,NA,NA,NA,NA,1027,NA,NA,NA,1014,NA,NA,NA,NA,NA,NA,4684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,NA,4832,46750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604,NA,NA,NA,33869,NA,NA,NA,NA,2003,NA,NA,NA,85308,NA,NA,NA,NA
"Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378030,1059,NA,NA,NA,NA,NA,NA,2289,NA,NA,NA,NA,NA,NA,12369,NA,NA,NA,NA,NA,NA,12481,NA,NA,NA,NA,16320,9820,NA,NA,585,NA,NA,NA,NA,NA,NA,502,NA,NA,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7434,NA,NA,NA,NA,5553,NA,NA,NA,7888,NA,NA,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9429,11671,NA,NA,NA,964,NA,2527,NA,97894,NA,NA,NA,NA,NA,22302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30754,NA,NA,NA,NA,458,NA,NA,NA,NA,NA,NA,4833,NA,NA,157386,NA,NA,27461,478,NA,NA,NA,880,NA,NA,NA,NA,2903,873,14031,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,47848,NA,NA,NA,825,875,NA,NA,NA,NA,NA,NA,1634,700,NA,NA,NA,NA,NA,16637,NA,NA,NA,NA,NA,NA,134623,NA,NA,NA,NA,168999,NA,NA,NA,1148214,NA,NA,NA,NA
"Finland",5229,NA,NA,3352,69043,6250,1457762,128975,NA,NA,NA,565916,769077,3225,68700,4746,21739,2077,26595,1647289,NA,NA,1243,3834,10105,NA,376861,46671,NA,1836,NA,5247,7231,466754,NA,NA,NA,150953,1325356,517188,6689,NA,140520,3774,43350,10275,23298,13552,19636,354128,142575,34049,2075606,NA,23778,NA,10964,NA,150083,16827,NA,1627496,9469,NA,NA,NA,7434,NA,2950379,71108,NA,NA,3153656,596,NA,1870,8656310,8440,8500,311067,1007,NA,27965,447,871,5332,NA,10587,304879,41182,194010,289377,NA,92242,NA,468473,229635,2344985,6578,2311183,12373,100442,34715,NA,723,585743,27455,1522,NA,3029,232042,NA,4221,8682,144556,1136,4922,292250,1554,12502,6835,5254,116453,3615,72762,1572,2222,3300,14424,2479945,NA,10893,79868,6028,NA,52759,2155860,NA,51274,NA,50401,47839,19785,993,26608,160177,861920,420538,NA,1875,36447,4439572,500,NA,149073,NA,9145,1560,393694,111918,56192,529,224919,1315202,11103,NA,6162,NA,2655,NA,6527237,957439,18943,468350,5504,11591,4654,371322,850,7147,48154,351137,19269,1866,5617779,93518,154993,8823,NA,4258215,12703,38322,27032,62835462,NA,6921,23371,18666
"Fm USSR",NA,NA,NA,NA,150368,NA,NA,247334,NA,NA,NA,398133,1610104,NA,NA,NA,NA,NA,NA,1779018,NA,NA,NA,NA,NA,NA,228581,NA,NA,NA,NA,NA,NA,1488943,NA,NA,NA,37907,3864249,78272,NA,NA,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,467983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950379,NA,NA,NA,NA,4489156,NA,NA,NA,18916126,NA,NA,481408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2158835,86130,NA,NA,NA,192064,638212,6917399,NA,5424786,NA,NA,NA,NA,NA,1213533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154957,NA,NA,NA,NA,31336,NA,145889,NA,NA,NA,NA,1672804,NA,NA,132447,NA,NA,23595,436865,NA,NA,NA,144862,NA,NA,NA,33319,52614,2809080,70944,NA,NA,1987391,NA,NA,NA,NA,NA,NA,NA,499306,NA,NA,NA,NA,1268613,NA,NA,NA,NA,NA,NA,950532,950455,NA,NA,NA,NA,NA,322861,NA,NA,110797,1699602,NA,NA,1897501,NA,NA,NA,NA,4389586,NA,31710,NA,78847805,NA,NA,NA,NA
"Fm Yugoslav",NA,NA,NA,NA,139437,NA,NA,40139,NA,NA,NA,70269,1298543,NA,NA,NA,NA,NA,NA,398138,NA,NA,NA,NA,NA,NA,72068,NA,NA,NA,NA,NA,NA,96988,NA,NA,NA,3305,98348,13849,NA,NA,23678,NA,NA,NA,NA,NA,NA,NA,NA,NA,126915,NA,NA,NA,9647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71108,NA,NA,NA,NA,1594402,NA,NA,NA,8811151,NA,NA,376361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87929,28895,NA,NA,NA,39209,44777,4714312,NA,242820,NA,NA,NA,NA,NA,145503,NA,NA,NA,NA,NA,NA,NA,390978,NA,NA,NA,45282,NA,NA,NA,NA,9254,NA,31777,NA,NA,NA,NA,598478,NA,NA,2309,NA,NA,29894,133217,NA,NA,NA,34165,NA,NA,NA,NA,8449,343745,20447,NA,NA,304910,NA,NA,NA,NA,NA,NA,NA,103067,NA,NA,NA,NA,214429,NA,NA,NA,NA,NA,NA,287594,399420,NA,NA,NA,NA,NA,40924,NA,NA,27899,224716,NA,NA,524737,NA,NA,NA,NA,1072648,NA,3045,NA,23882545,NA,NA,NA,NA
"Fr Ind O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2596,1474,NA,NA,NA,NA,NA,NA,20769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,NA,NA,NA,NA,2835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862107,NA,NA,NA,24638,NA,NA,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454,1105,NA,NA,NA,1894,NA,30461,NA,18738,NA,NA,NA,NA,NA,5524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4215,NA,NA,NA,NA,NA,NA,1554,NA,NA,NA,NA,11848,NA,NA,NA,NA,NA,NA,24691,NA,NA,NA,1512,NA,NA,NA,NA,NA,722,9990,NA,NA,756,NA,NA,NA,NA,NA,NA,NA,15094,NA,NA,NA,34724,15954,NA,NA,NA,NA,NA,NA,NA,1013,NA,NA,NA,NA,NA,12543,NA,NA,584,NA,NA,NA,20456,NA,NA,NA,NA,7799,NA,NA,NA,1100627,NA,NA,NA,NA
"Fr.Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,10202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388691,NA,NA,NA,241997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49654,NA,6653,NA,NA,NA,NA,NA,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9889,NA,NA,NA,NA,NA,NA,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,NA,NA,6300,NA,NA,NA,NA,268953,NA,1137,NA,1231979,NA,NA,NA,NA
"France,Monac",21022,NA,NA,38955,3945410,341469,NA,1531764,13863,78954,NA,2096172,5074093,52635,131739,209444,396481,10000,83114,43726681,6394,170368,51405,66890,34215,NA,3228405,359135,157946,19492,NA,48405,839996,4354681,NA,51729,62447,1059562,8300252,3020763,193216,NA,577708,360343,140170,1457333,304047,216000,201266,1803520,710137,68099,4516414,49746,96631,NA,155418,NA,1449704,93217,27966,78919,69529,NA,NA,401,5553,3153656,4489156,1594402,862107,1388691,25570,769133,18482,39477,93395493,184439,21887,2653073,15147,2469508,67949,200890,16821,17055,29438,43286,1581657,188460,1679972,1681236,NA,1805397,979776,5355522,1837973,52431902,116609,15418385,168838,173672,173333,4860,26000,3433517,615920,8431,NA,30867,115954,574743,355832,799580,215903,451660,22159,2479126,158371,499268,215101,610627,1809464,7150,4326893,41914,48367,18574,82077,23736610,NA,923070,438447,25654,250562,1342324,5354371,NA,155618,1869,601790,170836,7663,47360,243396,691594,2924641,6666725,207184,21831,1035306,5275906,14986,1206,3921761,624630,31549,12967,4413388,608603,1519058,5876,1657125,36838069,298315,1200,75583,21720,101381,42931,7163457,14635430,704343,4674208,15653,32374,80034,2431980,123575,126701,3317625,3608055,56441,63018,46195599,377280,1151998,190187,25348,42692316,148461,421683,685021,524122248,203439,148479,83013,75594
"Gabon",NA,NA,NA,NA,3639,NA,NA,19560,NA,NA,NA,12429,1062,NA,NA,NA,NA,NA,NA,42174,NA,NA,NA,NA,NA,NA,21267,NA,NA,NA,NA,NA,NA,13515,NA,NA,NA,76572,166305,16017,NA,NA,3750,NA,NA,NA,NA,NA,NA,1266,NA,NA,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,NA,NA,NA,NA,769133,NA,NA,NA,53173,NA,NA,20844,NA,NA,NA,NA,NA,NA,NA,NA,661,NA,5683,3016,NA,NA,NA,5397,21751,59261,NA,167950,NA,NA,NA,NA,NA,68575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3392,NA,NA,NA,NA,2969,NA,38007,NA,NA,NA,NA,77173,NA,NA,NA,NA,NA,11783,11618,NA,NA,NA,637,NA,NA,NA,NA,NA,1819,40115,NA,NA,3712,NA,NA,NA,675,NA,NA,NA,19299,NA,NA,NA,10324,72966,NA,NA,NA,NA,NA,NA,1562,2250,NA,NA,NA,NA,NA,18157,NA,NA,2364,20850,NA,NA,39153,NA,NA,NA,NA,1580201,NA,NA,NA,3441294,NA,NA,NA,NA
"Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105674,NA,NA,NA,NA,NA,NA,9692,1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53048,4062,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18482,NA,NA,NA,8780,NA,NA,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8419,3747,NA,NA,NA,NA,NA,7514,NA,30261,NA,NA,NA,NA,NA,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,NA,765,NA,NA,NA,NA,NA,NA,17387,NA,NA,NA,NA,NA,1434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2197,NA,2226,6146,NA,NA,NA,NA,NA,NA,NA,1952,NA,NA,NA,NA,NA,10139,NA,NA,1256,885,NA,NA,26240,NA,NA,NA,NA,9702,NA,NA,NA,329516,NA,NA,NA,NA
"Georgia",NA,NA,NA,NA,NA,NA,NA,5883,NA,NA,NA,861,2684,NA,NA,NA,NA,NA,NA,11155,NA,NA,NA,NA,NA,NA,NA,31028,NA,NA,NA,NA,NA,5006,NA,NA,NA,NA,4021,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,10783,NA,NA,9274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,NA,NA,NA,NA,39477,NA,NA,NA,54662,NA,NA,20719,NA,NA,NA,NA,NA,NA,NA,NA,4721,NA,NA,7319,NA,16569,NA,1014,4344,53951,NA,3461,NA,8498,NA,NA,NA,3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14474,NA,NA,NA,NA,NA,NA,880,NA,NA,NA,762,NA,NA,NA,NA,NA,7131,846,NA,NA,4887,182397,NA,NA,NA,NA,NA,NA,2520,NA,1425,NA,1419,4857,NA,NA,NA,NA,NA,NA,3792,1852,NA,NA,NA,NA,NA,4730,NA,NA,NA,150928,NA,NA,19370,NA,NA,NA,NA,95658,NA,NA,NA,654044,NA,NA,NA,NA
"Germany",24372,NA,NA,60045,1716440,163497,NA,2271198,30013,68830,NA,4334454,43384487,106788,78048,153089,532083,16792,781558,55882162,4307,31503,38888,80832,232401,NA,7473831,1141338,11197,36562,NA,52999,173566,6688151,NA,5787,20201,1463174,17994382,6268169,283391,NA,1379663,80232,361600,452796,2054306,89189,531267,16075495,6396680,86571,16917025,7539,119302,NA,440850,NA,1731745,226065,3946,439683,196422,NA,NA,1578,7888,8656310,18916126,8811151,24638,241997,93395493,53173,8780,54662,NA,322642,41139,6132950,9810,71288,217799,52633,10823,18772,17322,137006,10361831,449981,4397223,4140847,NA,2853197,64295,8568989,3631703,73464520,117027,34762460,293853,574907,283616,13629,87691,8942120,640893,84206,NA,22611,696412,423581,265446,2396237,1033433,70833,82591,5170028,25952,482780,46440,172894,4436143,32912,1067282,24237,69816,150435,62659,68507915,16232,58879,973845,65877,17175,1400591,11407116,27257,212938,2779,1178854,345738,210529,80062,506454,2002058,15825520,9298310,173445,131210,2860608,16609580,31370,3259,3038323,52062,11722,19297,6402520,4417794,4091631,1968,5757815,31057819,432752,NA,122667,1904,100020,31730,19928508,40626813,1103595,10100647,21079,117924,541395,4664260,28355,91414,1786200,10804942,81875,69260,66947722,1580019,1592913,220231,46009,73018530,415350,1109032,803931,909319974,169500,471319,47425,244989
"Ghana",NA,NA,NA,NA,5294,NA,NA,4161,NA,NA,NA,25000,20194,NA,NA,NA,NA,NA,NA,100670,NA,NA,NA,NA,NA,NA,42831,4322,NA,NA,NA,NA,NA,40019,NA,NA,NA,590,73006,3265,NA,NA,619,NA,NA,NA,NA,NA,NA,2187,NA,NA,16820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440,NA,NA,NA,NA,184439,NA,NA,NA,322642,NA,NA,5677,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,39768,19775,NA,768,NA,49153,5577,235346,NA,149359,NA,1076,NA,NA,NA,47968,604,NA,NA,NA,NA,NA,NA,2632,NA,NA,NA,9691,NA,NA,NA,NA,1807,NA,6479,NA,NA,NA,NA,206185,NA,NA,1947,NA,NA,252511,12304,NA,NA,NA,4766,NA,NA,NA,555,3540,13507,9722,NA,NA,4090,19796,NA,NA,7446,NA,NA,NA,21237,3035,1815,NA,56498,94488,NA,NA,NA,NA,NA,NA,28141,34153,NA,NA,NA,NA,NA,91920,NA,NA,3675,21054,NA,NA,528577,NA,3120,NA,NA,376760,NA,NA,NA,3079184,NA,NA,NA,NA
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,4820,NA,NA,NA,1134,NA,NA,NA,NA,NA,NA,NA,8598,NA,NA,NA,NA,NA,NA,5788,NA,NA,NA,NA,NA,NA,6553,NA,NA,NA,NA,5383,2979,NA,NA,850,NA,NA,NA,NA,NA,NA,602,NA,NA,19091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,NA,NA,NA,21887,NA,NA,NA,41139,NA,NA,61186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,NA,NA,NA,NA,2617,7707,81087,NA,NA,NA,NA,NA,NA,NA,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,NA,5590,NA,NA,NA,NA,28438,NA,NA,456,NA,NA,13687,15530,NA,NA,NA,736,NA,NA,NA,NA,734,1830,2993,NA,NA,632,389333,NA,NA,2238,NA,NA,NA,NA,478,279,NA,5803,201385,NA,NA,NA,NA,NA,NA,6194,27832,NA,NA,NA,NA,NA,645,NA,NA,959,1606,NA,NA,137971,NA,NA,NA,NA,14903,NA,NA,NA,920666,NA,NA,NA,NA
"Greece",540,NA,NA,211979,53425,1655,70014,87187,12063,348,NA,80937,440471,9699,42918,3727,8296,NA,6035,1089384,1129,1847,2261,476,8723,NA,177410,588746,859,NA,NA,2174,12594,140133,NA,NA,512,40944,439260,87611,1823,NA,13858,3478,2632,52763,27853,1454,416114,141877,171282,3397,405367,1056,1922,NA,10018,NA,428859,460,NA,3041,10333,NA,NA,NA,764,311067,481408,376361,995,NA,2653073,20844,767,20719,6132950,5677,61186,NA,5896,NA,1721,4942,458,1329,NA,5881,121225,10345,96799,112029,NA,639420,81574,226410,221244,5473324,1652,1209595,28269,51284,9000,1899,6925,586745,21482,1181,NA,NA,4908,136919,48149,310521,11525,1031,2569,71314,1323,113525,5153,2469,35044,NA,42662,812,712,371,3705,1932143,2155,650,35402,8155,9297,53479,123446,NA,3539,NA,40172,80564,2452,2459,5505,12183,160936,128119,3488,10743,297097,945247,NA,NA,463266,14559,1003,12768,76893,42123,30401,1422,68240,1084979,5747,NA,16898,1006,13704,5422,536104,519588,77692,192220,7043,6141,266704,101246,7196,1111,76010,478366,3906,2666,2175693,148514,44654,5492,11450,1476848,10756,6677,11379,35706163,12661,139733,1573,13277
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7013,NA,NA,NA,NA,2521,NA,NA,NA,2726,NA,NA,NA,NA,NA,NA,NA,NA,NA,519467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,NA,NA,NA,NA,15147,NA,NA,NA,9810,NA,NA,5896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,NA,1796,NA,102961,NA,NA,NA,NA,NA,1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2610,NA,NA,7482,NA,NA,NA,30151,NA,NA,NA,610,NA,NA,NA,NA,NA,7862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,2211,NA,NA,NA,NA,NA,NA,7243,NA,NA,NA,NA,NA,NA,6236,NA,NA,NA,NA,NA,NA,10433,NA,NA,NA,NA,12977,NA,NA,NA,734288,NA,NA,NA,NA
"Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3333,NA,NA,NA,NA,NA,NA,NA,35950,NA,NA,NA,NA,NA,NA,34584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2469508,NA,NA,NA,71288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619,NA,NA,NA,NA,NA,NA,68301,NA,45309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398,NA,NA,NA,NA,28594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8520,NA,NA,NA,NA,NA,900,5966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,33744,NA,NA,NA,NA,NA,NA,5275,3940,NA,NA,NA,NA,NA,NA,NA,NA,1564,NA,NA,NA,30252,NA,NA,NA,NA,90090,NA,13106,NA,1683431,NA,NA,NA,NA
"Guatemala",NA,NA,NA,NA,NA,NA,NA,26603,NA,NA,NA,4709,16925,NA,NA,NA,NA,NA,NA,43829,NA,NA,NA,NA,NA,NA,61651,4414,NA,NA,NA,NA,NA,119207,NA,NA,NA,28058,62319,9095,NA,NA,41321,NA,NA,NA,NA,NA,NA,3403,NA,NA,9969,NA,NA,NA,24808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27965,NA,NA,NA,NA,67949,NA,NA,NA,217799,NA,NA,1721,NA,NA,NA,NA,NA,NA,NA,NA,1231,NA,4491,4833,NA,NA,NA,11061,11071,101677,NA,208540,NA,9813,NA,NA,NA,201290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6281,NA,NA,NA,NA,436799,NA,NA,NA,NA,NA,NA,69341,NA,NA,11214,NA,NA,NA,13243,NA,NA,NA,8110,NA,NA,NA,32272,6272,8371,8978,NA,NA,2147,46030,NA,NA,NA,NA,NA,NA,11991,3554,727,NA,4587,53966,NA,NA,NA,NA,NA,NA,31378,33155,NA,NA,NA,NA,NA,5545,NA,NA,2785,5741,NA,NA,65358,NA,NA,NA,NA,3208780,NA,119441,NA,5364642,NA,NA,NA,NA
"Guinea",NA,NA,NA,NA,2819,NA,NA,NA,NA,NA,NA,NA,11599,NA,NA,NA,NA,NA,NA,163207,NA,NA,NA,NA,NA,NA,35949,1384,NA,NA,NA,NA,NA,16736,NA,NA,NA,NA,40043,4945,NA,NA,343,NA,NA,NA,NA,NA,NA,1392,NA,NA,1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,200890,NA,NA,NA,52633,NA,NA,4942,NA,NA,NA,NA,NA,NA,NA,NA,2804,NA,6645,6226,NA,7563,NA,87347,2724,48646,NA,23857,NA,NA,NA,NA,NA,20815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4944,NA,NA,NA,NA,2060,NA,17586,NA,NA,NA,NA,28618,NA,NA,NA,NA,NA,9979,16158,NA,3442,NA,3261,NA,NA,NA,NA,NA,1001,1681,NA,NA,4466,66132,NA,NA,NA,NA,NA,NA,5906,879,3886,NA,3840,105417,NA,NA,NA,NA,NA,NA,2315,6019,NA,NA,NA,NA,NA,2437,NA,NA,2048,2285,NA,NA,23344,NA,NA,NA,NA,197045,NA,NA,NA,1175913,NA,NA,NA,NA
